starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 16
date: 2024-12-11 12:57:24.768178 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:34:49.533993 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:34:59.554746 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:09.574343 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:19.594257 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:29.614549 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:39.634357 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:49.654566 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:35:59.675965 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:09.694682 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:19.713719 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:29.734459 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:39.753643 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:49.782231 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:36:59.806026 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:09.826715 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:19.846575 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:29.866475 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:39.885377 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:49.906284 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:37:59.925366 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:38:09.945668 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:38:19.966160 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:38:29.985161 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:38:40.005326 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:38:50.025292 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:00.044420 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:10.064088 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:20.082772 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:30.102700 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:40.123344 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:39:50.142664 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:00.163284 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:10.183687 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:20.202938 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:30.223552 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:40.244008 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:40:50.264946 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:00.285657 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:10.306228 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:20.326681 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:30.347275 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:40.366262 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:41:50.385364 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:00.406332 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:10.425957 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:20.447582 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:30.466986 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:40.486522 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:42:50.506350 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:00.526872 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:10.546142 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:20.566431 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:30.586311 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:40.607041 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:43:50.626742 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:00.646351 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:10.665799 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:20.687679 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:30.708825 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:40.729577 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:44:50.749768 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:00.769978 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:10.790535 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:20.811170 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:30.831055 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:40.851219 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:45:50.869457 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:00.890153 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:10.909746 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:20.932364 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:30.952690 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:40.973650 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:46:50.991636 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:01.012247 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:11.032041 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:21.051327 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:31.070695 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:41.089449 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:47:51.110262 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:01.131703 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:11.151566 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:21.170799 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:31.191234 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:41.211316 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:48:51.231018 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:01.252141 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:11.272529 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:21.292642 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:31.312712 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:41.331427 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:49:51.351105 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:01.368299 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:11.388913 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:21.408043 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:31.426208 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:41.446225 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:50:51.466898 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:01.487047 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:11.506996 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:21.527269 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:31.547726 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:41.567042 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:51:51.587277 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:01.607145 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:11.627254 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:21.645379 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:31.666208 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:41.686434 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:52:51.706269 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:01.726549 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:11.744604 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:21.763278 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:31.783132 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:41.803920 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:53:51.823345 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:01.843194 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:11.862485 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:21.882744 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:31.901837 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:41.920691 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:54:51.938687 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:01.958184 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:11.978403 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:21.996800 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:32.017421 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:42.037815 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:55:52.057438 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:02.075373 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:12.092932 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:22.111673 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:32.130895 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:42.150591 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:56:52.170161 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:02.189436 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:12.209092 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:22.228759 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:32.248669 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:42.269660 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:57:52.288865 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:58:02.308283 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:58:12.328439 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 13:58:22.347898 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
