starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 32
date: 2024-12-13 01:12:00.577563 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 03:58:43.682777 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 03:58:54.365554 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 03:59:04.918581 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 03:59:18.463388 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 03:59:29.009985 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 03:59:39.556408 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 03:59:50.109076 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:00:00.727309 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:00:11.409984 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:00:22.017884 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 04:00:35.579821 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:00:46.130313 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:00:56.685743 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=33, avg=33.00, max=32
date: 2024-12-13 04:01:07.367344 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 04:01:17.940246 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 04:01:28.479220 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=32
date: 2024-12-13 04:01:42.068455 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 04:01:52.634050 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:02:03.236074 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:02:13.786326 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:02:24.319806 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 04:02:34.864939 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 04:02:45.612186 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:02:59.166209 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:03:09.720068 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 04:03:20.261484 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 04:03:30.881873 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:03:41.561550 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:03:52.241319 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 04:04:02.926166 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:04:16.608931 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:04:27.347963 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:04:37.918856 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:04:48.468768 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:04:59.136354 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:05:09.803332 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 04:05:20.373177 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:05:34.033616 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 04:05:44.699473 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:05:55.381046 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 04:06:05.942793 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:06:16.482453 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 04:06:27.157035 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:06:40.712349 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 04:06:51.473036 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:07:02.016075 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:07:12.611423 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:07:23.345148 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:07:33.890278 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:07:44.597418 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 04:07:58.276352 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:08:08.937984 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 04:08:19.492614 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=34, avg=34.00, max=32
date: 2024-12-13 04:08:30.173218 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=32
date: 2024-12-13 04:08:40.920732 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 04:08:51.463478 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:09:02.013220 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:09:15.699492 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:09:26.446591 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 04:09:37.124099 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=16, avg=16.00, max=32
date: 2024-12-13 04:09:47.822698 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-13 04:09:58.574149 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:10:09.137689 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:10:19.684064 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 04:10:31.175674 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=32
date: 2024-12-13 04:10:41.844830 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:10:52.513990 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 04:11:03.331931 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:11:13.993497 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:11:24.646193 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:11:38.308560 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=32
date: 2024-12-13 04:11:48.898918 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:11:59.426256 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:12:09.948604 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:12:20.474984 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:12:31.096409 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:12:41.599870 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=23, avg=23.00, max=32
date: 2024-12-13 04:12:55.144146 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:13:05.703055 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=33, avg=33.00, max=32
date: 2024-12-13 04:13:16.316745 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=36, avg=36.00, max=32
date: 2024-12-13 04:13:26.814440 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=32
date: 2024-12-13 04:13:37.539249 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=32
date: 2024-12-13 04:13:48.201451 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=17, avg=17.00, max=32
date: 2024-12-13 04:13:58.777109 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=32
date: 2024-12-13 04:14:11.382993 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=32
date: 2024-12-13 04:14:21.917136 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:14:32.443883 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=25, avg=25.00, max=32
date: 2024-12-13 04:14:42.821757 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=32
date: 2024-12-13 04:14:53.149477 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=32
date: 2024-12-13 04:15:03.201396 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=18, avg=18.00, max=32
date: 2024-12-13 04:15:13.292056 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=2, avg=2.00, max=32
date: 2024-12-13 04:15:23.381617 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:15:33.477390 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:15:43.574157 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:15:53.667995 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:03.742674 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:13.817744 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:23.907519 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:34.002880 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:44.093624 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:16:54.188030 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:04.287637 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:14.382327 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:24.474409 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:34.568491 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:44.663815 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:17:54.749167 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:04.842316 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:14.935333 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:25.025052 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:35.117520 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:45.212094 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:18:55.303311 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:05.398670 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:15.496198 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:25.594613 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:35.686228 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:45.778910 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:19:55.869905 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:05.964920 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:16.057615 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:26.148000 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:36.228872 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:46.321251 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:20:56.410967 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:06.502158 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:16.592943 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:26.689232 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:36.781443 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:46.872729 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:21:56.967567 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:07.059308 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:17.150724 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:27.189676 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:37.274908 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:47.366104 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:22:57.464242 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:07.552622 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:17.641899 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:27.734846 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:37.825443 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:47.919759 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:23:58.009958 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:08.106546 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:18.204876 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:28.285973 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:38.376383 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:48.468444 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:24:58.561786 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:08.654038 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:18.743680 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:28.822947 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:38.914916 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:49.007773 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:25:59.103191 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:09.189641 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:19.264947 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:29.371213 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:39.463450 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:49.527018 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:26:59.618112 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:27:09.712927 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:27:19.809095 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:27:29.900473 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:27:39.988812 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:27:50.082634 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:00.172593 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:10.262053 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:20.355660 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:30.446484 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:40.540154 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:28:50.633665 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:00.725297 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:10.818762 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:20.915721 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:31.002642 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:41.095558 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:29:51.188180 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:01.276305 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:11.369235 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:21.465645 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:31.560741 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:41.656926 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:30:51.752400 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:01.843526 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:11.938815 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:22.031797 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:32.135865 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:42.226605 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:31:52.316463 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:32:02.378294 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:32:12.470290 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:32:22.563802 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-13 04:32:32.660070 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
